,etext,author,book,url
31286,12095,charlotte m charlotte mary yonge,more bywords,raw/12095/pg12095.txt.utf8
31287,3259,charlotte m charlotte mary yonge,countess kate,raw/3259/pg3259.txt.utf8
31288,4296,charlotte m charlotte mary yonge,friarswood post office,raw/4296/pg4296.txt.utf8
31289,4347,charlotte m charlotte mary yonge,my young alcides a faded photograph,raw/4347/pg4347.txt.utf8
31290,4235,charlotte m charlotte mary yonge,dynevor terrace or the clue of life  volume 1,raw/4235/pg4235.txt.utf8
31291,7191,charlotte m charlotte mary yonge,modern broods or developments unlooked for,raw/7191/pg7191.txt.utf8
31292,6489,charlotte m charlotte mary yonge,a book of golden deeds,raw/6489/pg6489.txt.utf8
31293,5700,charlotte m charlotte mary yonge,love and life an old story in eighteenth century costume,raw/5700/pg5700.txt.utf8
31294,6331,charlotte mary yonge,the pillars of the house or under wode under rode v1,raw/6331/pg6331.txt.utf8
31295,5080,charlotte mary yonge,magnum bonum or mother careys brood,raw/5080/pg5080.txt.utf8
31296,3696,charlotte mary yonge,the prince and the page a story of the last crusade,raw/3696/pg3696.txt.utf8
31297,26487,charlotte mary yonge,little lucys wonderful globe,raw/26487/pg26487.txt.utf8
31298,9926,charlotte mary yonge,the two guardians  or home in this world,raw/9926/pg9926.txt.utf8
31299,6006,charlotte mary yonge,under the storm,raw/6006/pg6006.txt.utf8
31300,7387,charlotte mary yonge,grisly grisell or the laidly lady of whitburn a tale of the wars of the roses,raw/7387/pg7387.txt.utf8
31301,4944,charlotte mary yonge,scenes and characters or eighteen months at beechcroft,raw/4944/pg4944.txt.utf8
31302,6007,charlotte mary yonge,the two sides of the shield,raw/6007/pg6007.txt.utf8
31303,4769,charlotte mary yonge,young folks history of england,raw/4769/pg4769.txt.utf8
31304,2601,charlotte mary yonge,heartsease or the brothers wife,raw/2601/pg2601.txt.utf8
31305,2573,charlotte mary yonge,the caged lion,raw/2573/pg2573.txt.utf8
31306,13072,yoritomotashi,common sense how to exercise it,raw/13072/pg13072.txt.utf8
31307,5019,polk young hickory,state of the union addresses,raw/5019/pg5019.txt.utf8
31308,4110,a b filson alexander bell filson young,christopher columbus and the new world of his discovery  volume 3,raw/4110/pg4110.txt.utf8
31309,4112,a b filson alexander bell filson young,christopher columbus and the new world of his discovery  volume 5,raw/4112/pg4112.txt.utf8
31310,4115,a b filson alexander bell filson young,christopher columbus and the new world of his discovery  volume 8,raw/4115/pg4115.txt.utf8
31311,4116,a b filson alexander bell filson young,christopher columbus and the new world of his discovery  complete,raw/4116/pg4116.txt.utf8
31312,23875,alexander bell filson young,the relief of mafeking  how it was accomplished by mahons flying column with an account of some earlier episodes in the boer war of 18991900,raw/23875/pg23875.txt.utf8
31313,4108,alexander bell filson young,christopher columbus and the new world of his discovery  volume 1,raw/4108/pg4108.txt.utf8
31314,22387,arthur young,a tour in ireland  17761779,raw/22387/pg22387.txt.utf8
31315,27077,charles e charles edward young,dangers of the trail in 1865  a narrative of actual events,raw/27077/pg27077.txt.utf8
31316,7496,clarence young,jack rangers western trip or from boarding school to ranch and range,raw/7496/pg7496.txt.utf8
31317,28442,clarence young,ned bob and jerry on the firing line or the motor boys fighting for uncle sam,raw/28442/pg28442.txt.utf8
31318,43509,clarence young,the motor boys across the plains  or the hermit of lost lake,raw/43509/pg43509.txt.utf8
31319,43204,clarence young,the motor boys in mexico  or the secret of the buried city,raw/43204/pg43204.txt.utf8
31320,5004,clarence young,the motor boys on the pacific or the young derelict hunters,raw/5004/pg5004.txt.utf8
31321,42748,clarence young,the motor boys overland  or a long trip for fun and fortune,raw/42748/pg42748.txt.utf8
31322,5763,daniel young,youngs demonstrative translation of scientific secrets  or a collection of above 500 useful receipts on a variety of subjects,raw/5763/pg5763.txt.utf8
31323,30653,e edward young,the revenge a tragedy,raw/30653/pg30653.txt.utf8
31324,23990,e h emily hilda young,moor fires,raw/23990/pg23990.txt.utf8
31325,10891,egerton ryerson young,algonquin indian tales,raw/10891/pg10891.txt.utf8
31326,21244,egerton ryerson young,by canoe and dog train among the cree and salteaux indians,raw/21244/pg21244.txt.utf8
31327,38412,ella flagg young,the young and field literary readers book 2,raw/38412/pg38412.txt.utf8
31328,37261,f e mills florence ethel mills young,the bigamist,raw/37261/pg37261.txt.utf8
31329,37263,f e mills florence ethel mills young,coelebs  the love story of a bachelor,raw/37263/pg37263.txt.utf8
31330,38176,f e mills florence ethel mills young,the stronger influence,raw/38176/pg38176.txt.utf8
31331,38171,fe mills young,imprudence,raw/38171/pg38171.txt.utf8
31332,4111,filson young,christopher columbus and the new world of his discovery  volume 4,raw/4111/pg4111.txt.utf8
31333,37269,florence ethel mills young,the triumph of jill,raw/37269/pg37269.txt.utf8
31334,38170,florence ethel mills young,grit lawless,raw/38170/pg38170.txt.utf8
31335,37262,florence ethel mills young,the shadow of the past,raw/37262/pg37262.txt.utf8
31336,17609,john r young,our deportment  or the manners conduct and dress of the most refined society,raw/17609/pg17609.txt.utf8
31337,30963,robert f young,a knyght ther was,raw/30963/pg30963.txt.utf8
31338,26957,robert franklin young,star mother,raw/26957/pg26957.txt.utf8
31339,30697,samuel hall young,alaska days with john muir,raw/30697/pg30697.txt.utf8
31340,44077,samuel hall young,adventures in alaska,raw/44077/pg44077.txt.utf8
31341,6957,t f thomas frederick young,canada and other poems,raw/6957/pg6957.txt.utf8
31342,27213,francis edward younghusband,the heart of nature  or the quest for natural beauty,raw/27213/pg27213.txt.utf8
31343,39642,sir francis edward younghusband,kashmir,raw/39642/pg39642.txt.utf8
31344,37317,phillip m youngman,geographic variation in the pocket gopher thomys bottae in colorado,raw/37317/pg37317.txt.utf8
31345,24538,john denton pinkstone french ypres,1914,raw/24538/pg24538.txt.utf8
31346,44480,adam yule,the loss of the australia  a narrative of the loss of the brig australia by fire on  her voyage from leith to sydney,raw/44480/pg44480.txt.utf8
31347,33535,carlos de zafra,the development of armorpiercing shells with suggestions for their improvement,raw/33535/pg33535.txt.utf8
31348,29322,arthur leo zagat,when the sleepers woke,raw/29322/pg29322.txt.utf8
31349,44466,albert francis zahm,the first mancarrying aeroplane capable of sustained free flight langleys success as a pioneer in aviation  from the smithsonian report for 1914 pages 217222 publication 2329 1915,raw/44466/pg44466.txt.utf8
31350,31662,e eduardo zamacois,their son the necklace,raw/31662/pg31662.txt.utf8
31351,36457,joseph zambra,a treatise on meteorological instruments  explanatory of their scientific principles method of  construction and practical utility,raw/36457/pg36457.txt.utf8
31352,28982,israel zangwill,ghetto comedies,raw/28982/pg28982.txt.utf8
31353,35238,israel zangwill,the grandchildren of the ghetto,raw/35238/pg35238.txt.utf8
31354,28164,israel zangwill,the big bow mystery,raw/28164/pg28164.txt.utf8
31355,12680,israel zangwill,children of the ghetto a study of a peculiar people,raw/12680/pg12680.txt.utf8
31356,16408,israel zangwill,the grey wig stories and novelettes,raw/16408/pg16408.txt.utf8
31357,20078,israel zangwill,merely mary ann,raw/20078/pg20078.txt.utf8
31358,38413,israel zangwill,the king of schnorrers  grotesques and fantasies,raw/38413/pg38413.txt.utf8
31359,33747,louis zangwill,an engagement of convenience a novel,raw/33747/pg33747.txt.utf8
31360,29207,louis zangwill,cleo the magnificent or the muse of the real a novel,raw/29207/pg29207.txt.utf8
31361,20763,j s zerbe,carpentry for boys  in a simple language including chapters on drawing laying  out work designing and architecture with 250 original  illustrations,raw/20763/pg20763.txt.utf8
31362,42369,j s zerbe,motors,raw/42369/pg42369.txt.utf8
31363,22298,j s zerbe,practical mechanics for boys,raw/22298/pg22298.txt.utf8
31364,1445,james slough zerbe,aeroplanes,raw/1445/pg1445.txt.utf8
31365,22766,james slough zerbe,electricity for boys,raw/22766/pg22766.txt.utf8
31366,338,zitkalasa,old indian legends,raw/338/pg338.txt.utf8
31367,10720,mile douard charles antoine zola,doctor pascal,raw/10720/pg10720.txt.utf8
31368,8512,mile douard charles antoine zola,the three cities trilogy lourdes volume 2,raw/8512/pg8512.txt.utf8
31369,9167,mile douard charles antoine zola,the three cities trilogy paris volume 4,raw/9167/pg9167.txt.utf8
31370,8724,mile douard charles antoine zola,the three cities trilogy rome volume 4,raw/8724/pg8724.txt.utf8
31371,10330,mile douard charles antoine zola,fruitfulness,raw/10330/pg10330.txt.utf8
31372,9170,mile douard charles antoine zola,the three cities trilogy complete  lourdes rome and paris,raw/9170/pg9170.txt.utf8
31373,5744,mile douard charles antoine zola,the fat and the thin,raw/5744/pg5744.txt.utf8
31374,9166,mile douard charles antoine zola,the three cities trilogy paris volume 3,raw/9166/pg9166.txt.utf8
31375,8723,mile douard charles antoine zola,the three cities trilogy rome volume 3,raw/8723/pg8723.txt.utf8
31376,8511,mile douard charles antoine zola,the three cities trilogy lourdes volume 1,raw/8511/pg8511.txt.utf8
31377,8513,mile douard charles antoine zola,the three cities trilogy lourdes volume 3,raw/8513/pg8513.txt.utf8
31378,8514,mile douard charles antoine zola,the three cities trilogy lourdes volume 4,raw/8514/pg8514.txt.utf8
31379,13695,mile zola,a love episode,raw/13695/pg13695.txt.utf8
31380,14200,mile zola,abbe mourets transgression,raw/14200/pg14200.txt.utf8
31381,29004,mile zola,english translations of works of emile zola  an index to the project gutenberg works of zola in english,raw/29004/pg29004.txt.utf8
31382,9164,mile zola,the three cities trilogy paris volume 1,raw/9164/pg9164.txt.utf8
31383,8725,mile zola,the three cities trilogy rome volume 5,raw/8725/pg8725.txt.utf8
31384,9169,mile zola,the three cities trilogy paris complete,raw/9169/pg9169.txt.utf8
31385,1069,mile zola,four short stories by emile zola,raw/1069/pg1069.txt.utf8
31386,8600,mile zola,lassommoir,raw/8600/pg8600.txt.utf8
31387,5135,mile zola,the fortune of the rougons,raw/5135/pg5135.txt.utf8
31388,9165,mile zola,the three cities trilogy paris volume 2,raw/9165/pg9165.txt.utf8
31389,9329,gulielma zollinger,the widow ocallaghans boys,raw/9329/pg9329.txt.utf8
31390,2706,johann heinrich daniel zschokke,the bravo of venice a romance,raw/2706/pg2706.txt.utf8
31391,39010,martinez de zuniga,an historical view of the philippine islands vol i of 2  exhibiting their discovery population language  government manners customs productions and commerce,raw/39010/pg39010.txt.utf8
31392,39027,martinez de zuniga,an historical view of the philippine islands vol ii of 2  exhibiting their discovery population language  government manners customs productions and commerce,raw/39027/pg39027.txt.utf8
31393,39402,stefan zweig,jeremiah a drama in nine scenes,raw/39402/pg39402.txt.utf8
31394,15658,amy e wilkes zwemer,topsyturvy land  arabia pictured for children,raw/15658/pg15658.txt.utf8
31395,32502,henriette zwilgmeyer,what happened to inger johanne as told by herself,raw/32502/pg32502.txt.utf8
31396,997,,,raw/997/pg997.txt.utf8
31397,998,,,raw/998/pg998.txt.utf8
31398,999,,,raw/999/pg999.txt.utf8
31399,1000,,,raw/1000/pg1000.txt.utf8
31400,18103,,contemptible by casualty,raw/18103/pg18103.txt.utf8
31401,33190,,a book of epigrams,raw/33190/pg33190.txt.utf8
31402,7535,,a book of old ballads  complete,raw/7535/pg7535.txt.utf8
31403,7531,,a book of old ballads  volume 1,raw/7531/pg7531.txt.utf8
31404,7532,,a book of old ballads  volume 2,raw/7532/pg7532.txt.utf8
31405,7533,,a book of old ballads  volume 3,raw/7533/pg7533.txt.utf8
31406,7534,,a book of old ballads  volume 4,raw/7534/pg7534.txt.utf8
31407,45024,,a boy trooper with sheridan  first massachusetts cavalry,raw/45024/pg45024.txt.utf8
31408,28198,,a budget of christmas tales by charles dickens and others,raw/28198/pg28198.txt.utf8
31409,2831,,a bundle of ballads,raw/2831/pg2831.txt.utf8
31410,35272,,a catalogue of books in english later than 1700 vol 1  forming a portion of the library of robert hoe,raw/35272/pg35272.txt.utf8
31411,35273,,a catalogue of books in english later than 1700 vol 2  forming a portion of the library of robert hoe,raw/35273/pg35273.txt.utf8
31412,35274,,a catalogue of books in english later than 1700 vol 3  forming a portion of the library of robert hoe,raw/35274/pg35274.txt.utf8
31413,32267,,a century of english essays  an anthology ranging from caxton to r l stevenson  the writers of our own time,raw/32267/pg32267.txt.utf8
31414,7868,,a childs story garden,raw/7868/pg7868.txt.utf8
31415,21649,,a cluster of grapes  a book of twentieth century poetry,raw/21649/pg21649.txt.utf8
31416,10388,,a collection of old english plays volume 1,raw/10388/pg10388.txt.utf8
31417,10656,,a collection of old english plays volume 2,raw/10656/pg10656.txt.utf8
31418,10734,,a collection of old english plays volume 3,raw/10734/pg10734.txt.utf8
31419,10925,,a collection of old english plays volume 4,raw/10925/pg10925.txt.utf8
31420,30872,,a collection of statepapers relative to the first acknowledgment of the sovereignty of the united states of america and the reception of their minister plenipotentiary by their high mightinesses the states general of the united netherlands  to which is prefixed the political character of john adams ambassador plenipotentiary from the states of north america to their high mightinesses the states general of the united provinces of the netherlands  likewise an essay on canon and feudal law,raw/30872/pg30872.txt.utf8
31421,14584,,a compilation of the messages and papers of the presidents  section 1 of 3 of volume 10,raw/14584/pg14584.txt.utf8
31422,11314,,a compilation of the messages and papers of the presidents  volume 1 part 1 george washington,raw/11314/pg11314.txt.utf8
31423,10894,,a compilation of the messages and papers of the presidents  volume 1 part 2 john adams,raw/10894/pg10894.txt.utf8
31424,10893,,a compilation of the messages and papers of the presidents  volume 1 part 3 thomas jefferson,raw/10893/pg10893.txt.utf8
31425,10895,,a compilation of the messages and papers of the presidents  volume 1 part 4 james madison,raw/10895/pg10895.txt.utf8
31426,10919,,a compilation of the messages and papers of the presidents  volume 2 part 1 james monroe,raw/10919/pg10919.txt.utf8
31427,10879,,a compilation of the messages and papers of the presidents  volume 2 part 2 john quincy adams,raw/10879/pg10879.txt.utf8
31428,10858,,a compilation of the messages and papers of the presidents  volume 2 part 3 andrew jackson 1st term,raw/10858/pg10858.txt.utf8
31429,11202,,a compilation of the messages and papers of the presidents  volume 3 part 1 andrew jackson second term,raw/11202/pg11202.txt.utf8
31430,11034,,a compilation of the messages and papers of the presidents  volume 3 part 2 martin van buren,raw/11034/pg11034.txt.utf8
31431,10815,,a compilation of the messages and papers of the presidents  volume 4 part 1 william henry harrison,raw/10815/pg10815.txt.utf8
31432,12464,,a compilation of the messages and papers of the presidents  volume 4 part 2 john tyler,raw/12464/pg12464.txt.utf8
31433,12463,,a compilation of the messages and papers of the presidents  volume 4 part 3 james knox polk,raw/12463/pg12463.txt.utf8
31434,10951,,a compilation of the messages and papers of the presidents  volume 5 part 1 presidents taylor and fillmore,raw/10951/pg10951.txt.utf8
31435,11125,,a compilation of the messages and papers of the presidents  volume 5 part 3 franklin pierce,raw/11125/pg11125.txt.utf8
31436,11021,,a compilation of the messages and papers of the presidents  volume 5 part 4 james buchanan,raw/11021/pg11021.txt.utf8
31437,12462,,a compilation of the messages and papers of the presidents  volume 6 part 1 abraham lincoln,raw/12462/pg12462.txt.utf8
31438,12755,,a compilation of the messages and papers of the presidents  volume 6 part 2 andrew johnson,raw/12755/pg12755.txt.utf8
31439,13012,,a compilation of the messages and papers of the presidents  volume 7 part 1 ulysses s grant,raw/13012/pg13012.txt.utf8
31440,13021,,a compilation of the messages and papers of the presidents  volume 7 part 2 rutherford b hayes,raw/13021/pg13021.txt.utf8
31441,12318,,a compilation of the messages and papers of the presidents  volume 8 part 1 james a garfield,raw/12318/pg12318.txt.utf8
31442,12754,,a compilation of the messages and papers of the presidents  volume 8 part 2 chester a arthur,raw/12754/pg12754.txt.utf8
31443,35293,,a day with the poet burns,raw/35293/pg35293.txt.utf8
31444,40442,,a day with the poet tennyson,raw/40442/pg40442.txt.utf8
31445,15699,,a handbook of the boer war  with general map of south africa and 18 sketch maps and plans,raw/15699/pg15699.txt.utf8
31446,38132,,a hundred and sixty books by washington authors  some other writers who are contributors to periodical literature lines worth knowing by heart,raw/38132/pg38132.txt.utf8
31447,17499,,a jolly by josh,raw/17499/pg17499.txt.utf8
31448,20952,,a jolly jinglebook,raw/20952/pg20952.txt.utf8
31449,38369,,a journal of two campaigns of the fourth regiment of us infantry,raw/38369/pg38369.txt.utf8
31450,14047,,a letter to ah esq concerning the stage 1698 and the occasional paper no ix 1698,raw/14047/pg14047.txt.utf8
31451,14358,,a little book of filipino riddles,raw/14358/pg14358.txt.utf8
31452,9380,,a nonsense anthology,raw/9380/pg9380.txt.utf8
31453,15365,,a psychiatric milestone bloomingdale hospital centenary 18211921,raw/15365/pg15365.txt.utf8
31454,9050,,a select collection of old english plays volume 1,raw/9050/pg9050.txt.utf8
31455,33398,,a select collection of old english plays volume 14,raw/33398/pg33398.txt.utf8
31456,9400,,a select collection of old english plays volume 2,raw/9400/pg9400.txt.utf8
31457,9848,,a select collection of old english plays volume 6,raw/9848/pg9848.txt.utf8
31458,10336,,a select collection of old english plays volume 7,raw/10336/pg10336.txt.utf8
31459,10467,,a select collection of old english plays volume 8,raw/10467/pg10467.txt.utf8
31460,10550,,a select collection of old english plays volume 9,raw/10550/pg10550.txt.utf8
31461,20115,,a short history of the 6th division aug 1914march 1919,raw/20115/pg20115.txt.utf8
31462,32967,,a sketchbook of r caldecotts,raw/32967/pg32967.txt.utf8
31463,39227,,a source book of medival history  documents illustrative of european life and institutions from the german invasions to the renaissance,raw/39227/pg39227.txt.utf8
31464,8820,,a treasury of war poetry british and american poems of the world war 19141917,raw/8820/pg8820.txt.utf8
31465,11658,,a williams anthology  a collection of the verse and prose of williams college 17981910,raw/11658/pg11658.txt.utf8
31466,752,,a young girls diary,raw/752/pg752.txt.utf8
31467,38056,,abraham lincoln and the london punch  cartoons comments and poems published in the london charivari during the american civil war 18611865,raw/38056/pg38056.txt.utf8
31468,23460,,abroad,raw/23460/pg23460.txt.utf8
31469,8111,,after long years and other stories,raw/8111/pg8111.txt.utf8
31470,15450,,against home rule 1912  the case for the union,raw/15450/pg15450.txt.utf8
31471,5100,,alaeddin and the enchanted lamp,raw/5100/pg5100.txt.utf8
31472,24798,,america first patriotic readings,raw/24798/pg24798.txt.utf8
31473,10445,,american big game in its haunts  the book of the boone and crockett club,raw/10445/pg10445.txt.utf8
31474,25541,,american eloquence an index of the four volumes  studies in american political history  1896,raw/25541/pg25541.txt.utf8
31475,15391,,american eloquence volume 1  studies in american political history 1896,raw/15391/pg15391.txt.utf8
31476,15392,,american eloquence volume 2  studies in american political history 1896,raw/15392/pg15392.txt.utf8
31477,15393,,american eloquence volume 3  studies in american political history 1897,raw/15393/pg15393.txt.utf8
31478,15394,,american eloquence volume 4  studies in american political history 1897,raw/15394/pg15394.txt.utf8
31479,25880,,american poetry 1922 a miscellany,raw/25880/pg25880.txt.utf8
31480,23207,,americans all  stories of american life of today,raw/23207/pg23207.txt.utf8
31481,1199,,an anthology of australian verse,raw/1199/pg1199.txt.utf8
31482,10489,,an english garner critical essays  literary fragments,raw/10489/pg10489.txt.utf8
31483,649,,ancient poems ballads and songs of the peasantry of england,raw/649/pg649.txt.utf8
31484,15225,,andreas the legend of st andrew,raw/15225/pg15225.txt.utf8
31485,2294,,anthology of massachusetts poets,raw/2294/pg2294.txt.utf8
31486,35689,,antisuffrage essays,raw/35689/pg35689.txt.utf8
31487,14366,,argentina from a british point of view  and notes on argentine life,raw/14366/pg14366.txt.utf8
31488,11461,,armenian literature  comprising poetry drama folklore and classic traditions translated into english for the first time,raw/11461/pg11461.txt.utf8
31489,22831,,as a chinaman saw us  passages from his letters to a friend at home,raw/22831/pg22831.txt.utf8
31490,41481,,astounding stories of superscience january 1930,raw/41481/pg41481.txt.utf8
31491,38110,,aucassin  nicolette  and other mediaeval romances and legends,raw/38110/pg38110.txt.utf8
31492,1578,,aucassin and nicolete,raw/1578/pg1578.txt.utf8
31493,23227,,aucassin and nicolette  translated from the old french,raw/23227/pg23227.txt.utf8
31494,25442,,aunt friendlys picture book  containing thirtysix pages of pictures printed in colours by kronheim,raw/25442/pg25442.txt.utf8
31495,19949,,autographs for freedom volume 2 of 2 1854,raw/19949/pg19949.txt.utf8
31496,17189,,autumn leaves  original pieces in prose and verse,raw/17189/pg17189.txt.utf8
31497,10887,,babylonian and assyrian literature,raw/10887/pg10887.txt.utf8
31498,20624,,ballads of scottish tradition and romance  popular ballads of the olden times  third series,raw/20624/pg20624.txt.utf8
31499,23921,,barometer and weather guide,raw/23921/pg23921.txt.utf8
31500,19169,,baseball abc,raw/19169/pg19169.txt.utf8
31501,44799,,benjamin disraeli the earl of beaconsfield kg  cartoons from punch 18431878,raw/44799/pg44799.txt.utf8
31502,16328,,beowulf  an anglosaxon epic poem,raw/16328/pg16328.txt.utf8
31503,981,,beowulf,raw/981/pg981.txt.utf8
31504,13437,,best russian short stories,raw/13437/pg13437.txt.utf8
31505,15667,,best short stories,raw/15667/pg15667.txt.utf8
31506,25461,,bopeep story books,raw/25461/pg25461.txt.utf8
31507,33180,,book of hymns for public and private devotion,raw/33180/pg33180.txt.utf8
31508,25890,,buchanans journal of man april 1887  volume 1 number 3,raw/25890/pg25890.txt.utf8
31509,27648,,buchanans journal of man august 1887  volume 1 number 7,raw/27648/pg27648.txt.utf8
31510,27796,,buchanans journal of man december 1887  volume 1 number 11,raw/27796/pg27796.txt.utf8
31511,22336,,buchanans journal of man february 1887  volume 1 number 1,raw/22336/pg22336.txt.utf8
31512,27812,,buchanans journal of man january 1888  volume 1 number 12,raw/27812/pg27812.txt.utf8
31513,27570,,buchanans journal of man july 1887  volume 1 number 6,raw/27570/pg27570.txt.utf8
31514,26401,,buchanans journal of man june 1887  volume 1 number 5,raw/26401/pg26401.txt.utf8
31515,25819,,buchanans journal of man march 1887  volume 1 number 2,raw/25819/pg25819.txt.utf8
31516,26317,,buchanans journal of man may 1887  volume 1 number 4,raw/26317/pg26317.txt.utf8
31517,27758,,buchanans journal of man november 1887  volume 1 number 10,raw/27758/pg27758.txt.utf8
31518,27717,,buchanans journal of man october 1887  volume 1 number 9,raw/27717/pg27717.txt.utf8
31519,27703,,buchanans journal of man september 1887  volume 1 number 8,raw/27703/pg27703.txt.utf8
31520,1304,,bulchevys book of english verse,raw/1304/pg1304.txt.utf8
31521,34941,,bygone church life in scotland,raw/34941/pg34941.txt.utf8
31522,13548,,cambridge essays on education,raw/13548/pg13548.txt.utf8
31523,10596,,cap and gown  a treasury of college verse,raw/10596/pg10596.txt.utf8
31524,41222,,captain paul,raw/41222/pg41222.txt.utf8
31525,44460,,carletons condensed classical dictionary,raw/44460/pg44460.txt.utf8
31526,812,,catalans constant to 1500000 places,raw/812/pg812.txt.utf8
31527,14761,,caxtons book of curtesye,raw/14761/pg14761.txt.utf8
31528,7885,,celtic fairy tales,raw/7885/pg7885.txt.utf8
31529,35862,,celtic folk and fairy tales,raw/35862/pg35862.txt.utf8
31530,8094,,certain noble plays of japan from the manuscripts of ernest fenollosa,raw/8094/pg8094.txt.utf8
31531,10699,,character writings of the seventeenth century,raw/10699/pg10699.txt.utf8
31532,13751,,characters from the histories  memoirs of the seventeenth century,raw/13751/pg13751.txt.utf8
31533,15507,,charles duran  or the career of a bad boy  by the author of the waldos,raw/15507/pg15507.txt.utf8
31534,43195,,chaucerian and other pieces  being a supplement to the complete works of geoffrey chaucer,raw/43195/pg43195.txt.utf8
31535,34549,,child life in prose,raw/34549/pg34549.txt.utf8
31536,26164,,childland  picturepages for the little ones,raw/26164/pg26164.txt.utf8
31537,19993,,childhoods favorites and fairy stories  the young folks treasury volume 1,raw/19993/pg19993.txt.utf8
31538,11592,,childrens hour with red riding hood and other stories,raw/11592/pg11592.txt.utf8
31539,18701,,choice readings for the home circle,raw/18701/pg18701.txt.utf8
31540,18908,,christmas  its origin celebration and significance as related in prose and verse,raw/18908/pg18908.txt.utf8
31541,45294,,christmas carols and midsummer songs,raw/45294/pg45294.txt.utf8
31542,17770,,christmas stories and legends,raw/17770/pg17770.txt.utf8
31543,29496,,christopher columbus and his monument columbia  being a concordance of choice tributes to the great genoese  his grand discovery and his greatness of mind and purpose,raw/29496/pg29496.txt.utf8
31544,13674,,chronicle and romance  froissart malory holinshed the harvard classics series,raw/13674/pg13674.txt.utf8
31545,8491,,chronicle of the cid,raw/8491/pg8491.txt.utf8
31546,26342,,chronicles of strathearn,raw/26342/pg26342.txt.utf8
31547,9328,,cleveland past and present its representative men  comprising biographical sketches of pioneer settlers and prominent citizens,raw/9328/pg9328.txt.utf8
31548,18341,,come lasses and lads,raw/18341/pg18341.txt.utf8
31549,23352,,comical people,raw/23352/pg23352.txt.utf8
31550,35524,,contemporary belgian poetry  selected and translated by jethro bithell,raw/35524/pg35524.txt.utf8
31551,37970,,contemporary oneact plays,raw/37970/pg37970.txt.utf8
31552,1464,,contributions to all the year round,raw/1464/pg1464.txt.utf8
31553,34863,,conversation its faults and its graces,raw/34863/pg34863.txt.utf8
31554,29672,,cossack fairy tales and folk tales,raw/29672/pg29672.txt.utf8
31555,12007,,cousin hattys hymns and twilight stories,raw/12007/pg12007.txt.utf8
31556,38182,,curious church customs and cognate subjects,raw/38182/pg38182.txt.utf8
31557,18992,,current superstitions  collected from the oral tradition of english speaking folk,raw/18992/pg18992.txt.utf8
31558,45276,,dame trot and her cat,raw/45276/pg45276.txt.utf8
31559,17060,,death and burial of poor cock robin,raw/17060/pg17060.txt.utf8
31560,18546,,denslows mother goose,raw/18546/pg18546.txt.utf8
31561,2017,,dhammapada a collection of verses being one of the canonical books of the buddhists,raw/2017/pg2017.txt.utf8
31562,28351,,dick and his cat and other tales,raw/28351/pg28351.txt.utf8
31563,32372,,dickenss children ten drawings,raw/32372/pg32372.txt.utf8
31564,35492,,dictionary of the chinook jargon or indian trade language of the north pacific coast,raw/35492/pg35492.txt.utf8
31565,14744,,different girls,raw/14744/pg14744.txt.utf8
31566,16119,,doctrina christiana  the first book printed in the philippines manila 1593,raw/16119/pg16119.txt.utf8
31567,31847,,dog stories from the spectator  being anecdotes of the intelligence reasoning power affection and sympathy of dogs selected from the correspondence columns of the spectator,raw/31847/pg31847.txt.utf8
31568,35918,,dry fish and wet  tales from a norwegian seaport,raw/35918/pg35918.txt.utf8
31569,12086,,eastern shame girl,raw/12086/pg12086.txt.utf8
31570,26358,,eastern tales by many story tellers,raw/26358/pg26358.txt.utf8
31571,36508,,eight harvard poets,raw/36508/pg36508.txt.utf8
31572,15879,,elene judith athelstan or the fight at brunanburh byrhtnoth or the fight at maldon and the dream of the rood  anglosaxon poems,raw/15879/pg15879.txt.utf8
31573,39627,,english and scottish ballads volume v of 8,raw/39627/pg39627.txt.utf8
31574,43211,,english economic history select documents,raw/43211/pg43211.txt.utf8
31575,7439,,english fairy tales,raw/7439/pg7439.txt.utf8
31576,10161,,english poets of the eighteenth century,raw/10161/pg10161.txt.utf8
31577,12025,,english prose  a series of related essays for the discussion and practice of the art of writing,raw/12025/pg12025.txt.utf8
31578,16126,,english satires,raw/16126/pg16126.txt.utf8
31579,22223,,english songs and ballads,raw/22223/pg22223.txt.utf8
31580,19038,,english walnuts  what you need to know about planting cultivating and harvesting this most delicious of nuts,raw/19038/pg19038.txt.utf8
31581,28932,,eskimo folktales,raw/28932/pg28932.txt.utf8
31582,14973,,essays on wit no 2,raw/14973/pg14973.txt.utf8
31583,14916,,fairy tales every child should know,raw/14916/pg14916.txt.utf8
31584,27889,,familiar quotations  a collection of passages phrases and proverbs traced to  their sources in ancient and modern literature,raw/27889/pg27889.txt.utf8
31585,16732,,familiar quotations,raw/16732/pg16732.txt.utf8
31586,15143,,famous modern ghost stories,raw/15143/pg15143.txt.utf8
31587,11251,,famous reviews selected and edited with introductory notes by r brimley johnson,raw/11251/pg11251.txt.utf8
31588,16247,,famous stories every child should know,raw/16247/pg16247.txt.utf8
31589,24935,,famous tales of fact and fancy  myths and legends of the nations of the world retold for boys and girls,raw/24935/pg24935.txt.utf8
31590,20748,,favorite fairy tales,raw/20748/pg20748.txt.utf8
31591,21446,,favourite fables in prose and verse,raw/21446/pg21446.txt.utf8
31592,30370,,favourite welsh hymns  translated into english,raw/30370/pg30370.txt.utf8
